id,amount,source_account,dest_account,timestamp,category,priority
65,5556.02,ACC0611,ACC0852,1725073640841,INTEREST,5
66,9574.70,ACC0812,ACC0160,1706889420396,INTEREST,1
67,6795.08,ACC0777,ACC0328,1730648643483,PURCHASE,5
68,1569.86,ACC0375,ACC0725,1705660694614,TRANSFER,2
69,6357.91,ACC0975,ACC0410,1729129606677,DEPOSIT,1
70,2551.22,ACC0593,ACC0900,1718831969988,PURCHASE,5
71,4651.46,ACC0530,ACC0996,1709527760194,WITHDRAWAL,1
72,4343.41,ACC0597,ACC0835,1716460403683,WITHDRAWAL,1
73,6797.33,ACC0709,ACC0567,1721351742752,DEPOSIT,5
74,60000.00,ACC0061,ACC0096,1732830589477,PAYMENT,1
75,7453.56,ACC0635,ACC0002,1716896838948,FEE,2
76,6530.09,ACC0050,ACC0627,1722712543832,FEE,3
77,4118.06,ACC0591,ACC0195,1708341531958,DEPOSIT,4
78,9433.70,ACC0432,ACC0597,1714762672209,DEPOSIT,5
79,3440.11,ACC0910,ACC0509,1733080208605,TRANSFER,1
80,5062.59,ACC0976,ACC0022,1724678487325,WITHDRAWAL,5
81,2246.58,ACC0946,ACC0307,1720272762021,PURCHASE,2
82,6274.00,ACC0316,ACC0511,1715594369469,PURCHASE,1
83,6594.58,ACC0541,ACC0889,1722639628862,FEE,3
84,5884.78,ACC0661,ACC0626,1716993092059,TRANSFER,1
85,3272.44,ACC0019,ACC0126,1724591627448,REFUND,1
86,1374.56,ACC0709,ACC0216,1712882907502,WITHDRAWAL,2
87,4683.42,ACC0816,ACC0085,1710372916176,REFUND,5
88,4663.15,ACC0175,ACC0662,1723422189163,FEE,5
89,1632.19,ACC0902,ACC0574,1709564209885,PAYMENT,5
90,5232.16,ACC0599,ACC0977,1720696361276,DEPOSIT,3
91,888.90,ACC0226,ACC0921,1716336448049,DEPOSIT,3
92,3724.56,ACC0337,ACC0645,1731628780777,INTEREST,2
93,5171.91,ACC0729,ACC0572,1716990234448,INTEREST,2
94,1554.05,ACC0049,ACC0122,1714786121615,FEE,3
95,9970.43,ACC0726,ACC0439,1715088583928,DEPOSIT,2
96,1136.71,ACC0845,ACC0378,1707797125703,INTEREST,1
97,663.79,ACC0620,ACC0877,1710067462280,FEE,2
98,4180.50,ACC0021,ACC0395,1705726895578,PURCHASE,3
99,9623.54,ACC0766,ACC0230,1708003421202,TRANSFER,4
100,8521.90,ACC0888,ACC0246,1726406214926,WITHDRAWAL,5
101,60000.00,ACC0842,ACC0909,1733537526600,TRANSFER,1
102,3272.44,ACC0019,ACC0126,1724591628713,REFUND,1
103,6883.53,ACC0794,ACC0015,1730864419677,TRANSFER,3
104,2750.59,ACC0901,ACC0992,1721673795656,TRANSFER,1
105,9262.43,ACC0338,ACC0953,1734093453788,FEE,1
106,698.65,ACC0638,ACC0544,1723048963347,DEPOSIT,3
107,6849.50,ACC0624,ACC0418,1729623206663,TRANSFER,3
108,1999.07,ACC0231,ACC0607,1723320186496,WITHDRAWAL,3
109,4296.02,ACC0725,ACC0081,1723750810468,DEPOSIT,4
110,4861.03,ACC0779,ACC0147,1718580533401,DEPOSIT,3
111,9221.47,ACC0433,ACC0924,1732708752287,PAYMENT,3
112,4936.67,ACC0799,ACC0344,1726954240157,REFUND,5
113,7410.77,ACC0460,ACC0297,1712536186722,REFUND,2
114,7094.75,ACC0156,ACC0258,1705277573812,FEE,1
115,4535.43,ACC0336,ACC0643,1722764047697,REFUND,4
116,6663.97,ACC0482,ACC0368,1722988910965,INTEREST,2
117,2927.47,ACC0680,ACC0355,1710065637061,DEPOSIT,4
118,8704.14,ACC0906,ACC0595,1720144178849,PURCHASE,5
119,6064.08,ACC0019,ACC0130,1727054817523,TRANSFER,2
120,9690.04,ACC0482,ACC0717,1731205226765,FEE,2
121,2564.55,ACC0059,ACC0723,1727860096855,INTEREST,3
122,6359.93,ACC0275,ACC0893,1729256226602,DEPOSIT,4
123,4079.55,ACC0959,ACC0820,1706789665814,INTEREST,4
124,1195.52,ACC0840,ACC0393,1721986377074,FEE,3
125,453.60,ACC0288,ACC0967,1734440985152,WITHDRAWAL,3
126,8777.74,ACC0287,ACC0288,1735574814297,DEPOSIT,2
127,2260.50,ACC0896,ACC0989,1724384944239,PURCHASE,4
128,4613.59,ACC0593,ACC0354,1719535698071,PURCHASE,3
129,6841.19,ACC0811,ACC0619,1708383694053,REFUND,1
130,5315.72,ACC0756,ACC0279,1704991817751,PURCHASE,1
131,2364.04,ACC0620,ACC0561,1720704519373,FEE,5
132,60000.00,ACC0826,ACC0789,1720617541877,PAYMENT,2
133,4631.97,ACC0132,ACC0287,1723772389582,DEPOSIT,4
134,8584.47,ACC0912,ACC0704,1731085747895,REFUND,1
135,6225.51,ACC0278,ACC0969,1734701299875,DEPOSIT,5
136,710.30,ACC0301,ACC0517,1724145828400,INTEREST,4
137,9939.53,ACC0804,ACC0860,1723067717317,INTEREST,2
138,3689.69,ACC0201,ACC0740,1710703482336,DEPOSIT,2
139,217.37,ACC0147,ACC0190,1733898110244,INTEREST,2
140,7442.81,ACC0226,ACC0332,1709447035426,WITHDRAWAL,5
141,8378.35,ACC0696,ACC0720,1711820279107,REFUND,3
142,1585.34,ACC0563,ACC0823,1714725384970,INTEREST,5
143,1990.08,ACC0509,ACC0888,1716723709716,FEE,1
144,3869.23,ACC0131,ACC0630,1731697297777,TRANSFER,1
145,2436.83,ACC0939,ACC0900,1716604605355,PURCHASE,2
146,2634.30,ACC0689,ACC0473,1719271571794,INTEREST,3
147,5112.08,ACC0652,ACC0117,1708673642164,WITHDRAWAL,5
148,2199.40,ACC0481,ACC0404,1714811630499,WITHDRAWAL,3
149,7432.27,ACC0134,ACC0024,1712987038237,TRANSFER,3
150,6303.86,ACC0417,ACC0634,1710993271885,INTEREST,1
151,5156.70,ACC0613,ACC0343,1724831135798,WITHDRAWAL,2
152,3719.52,ACC0461,ACC0136,1719743158123,REFUND,2
153,2436.19,ACC0782,ACC0044,1717720814600,FEE,4
154,5632.15,ACC0127,ACC0186,1730205914459,TRANSFER,3
155,5721.01,ACC0495,ACC0825,1723734322077,PURCHASE,2
156,9338.87,ACC0770,ACC0802,1724359875672,TRANSFER,1
157,7145.61,ACC0484,ACC0548,1713240075842,WITHDRAWAL,5
158,9947.17,ACC0876,ACC0734,1704461185119,WITHDRAWAL,5
159,552.63,ACC0427,ACC0281,1730488509625,FEE,4
160,3375.64,ACC0610,ACC0332,1719326951497,FEE,4
161,1812.18,ACC0103,ACC0494,1710858985520,FEE,3
162,6339.10,ACC0740,ACC0287,1709088467819,PAYMENT,1
163,451.97,ACC0078,ACC0288,1719565914708,PURCHASE,1
164,4802.11,ACC0472,ACC0376,1706766974276,INTEREST,3
165,804.99,ACC0035,ACC0191,1727100168749,DEPOSIT,2
166,7548.86,ACC0117,ACC0165,1718094730284,INTEREST,3
167,9669.96,ACC0583,ACC1000,1718687146745,PURCHASE,3
168,6704.17,ACC0180,ACC0915,1733750851491,WITHDRAWAL,3
169,2136.69,ACC0186,ACC0664,1733380628876,PURCHASE,5
170,3618.52,ACC0399,ACC0363,1720205942998,INTEREST,4
171,1520.88,ACC0095,ACC0801,1720312308449,PAYMENT,4
172,4699.55,ACC0653,ACC0731,1731928612830,TRANSFER,4
173,9686.61,ACC0784,ACC0563,1710067051510,PURCHASE,1
174,5687.92,ACC0955,ACC0272,1709568983822,DEPOSIT,3
175,5386.42,ACC0147,ACC0996,1734493928367,WITHDRAWAL,2
176,2514.17,ACC0281,ACC0296,1707443532150,INTEREST,1
177,1686.68,ACC0927,ACC0429,1721045249086,DEPOSIT,5
178,5494.14,ACC0444,ACC0050,1713465222447,PAYMENT,5
179,5082.65,ACC0267,ACC0306,1722154805369,DEPOSIT,1
180,474.90,ACC0344,ACC0875,1721154713872,TRANSFER,1
181,7609.72,ACC0185,ACC0304,1714227962030,TRANSFER,2
182,3672.34,ACC0131,ACC0188,1710308101977,TRANSFER,5
183,7273.13,ACC0209,ACC0893,1720714510309,DEPOSIT,1
184,1540.50,ACC0793,ACC0654,1706413906579,PAYMENT,1
185,3723.14,ACC0749,ACC0170,1713990964791,PAYMENT,5
186,6966.87,ACC0460,ACC0347,1708239541512,WITHDRAWAL,4
187,229.16,ACC0321,ACC0479,1725962096037,PAYMENT,5
188,5957.80,ACC0540,ACC0944,1710026116285,PAYMENT,4
189,8592.12,ACC0515,ACC0004,1732419479560,FEE,2
190,4146.24,ACC0155,ACC0665,1716430116924,REFUND,1
191,355.75,ACC0881,ACC0350,1713549611841,FEE,5
192,1763.83,ACC0837,ACC0978,1726990674696,TRANSFER,5
193,5571.22,ACC0293,ACC0096,1730505844038,INTEREST,1
194,5153.92,ACC0679,ACC0140,1724947330898,REFUND,4
195,859.76,ACC0455,ACC0143,1715118892819,FEE,1
196,1117.48,ACC0928,ACC0044,1728903139209,TRANSFER,2
197,5500.18,ACC0988,ACC0671,1725784836712,PURCHASE,4
198,6308.54,ACC0949,ACC0173,1705616183299,INTEREST,5
199,5520.68,ACC0669,ACC0487,1728938036395,PAYMENT,5
200,9435.37,ACC0992,ACC0682,1726760640291,DEPOSIT,3
201,8116.82,ACC0242,ACC0680,1727027477244,DEPOSIT,1
202,8149.96,ACC0760,ACC0244,1731612044735,WITHDRAWAL,1
203,8995.99,ACC0269,ACC0558,1714197054886,DEPOSIT,1
204,977.04,ACC0127,ACC0191,1730363321009,TRANSFER,1
205,3198.86,ACC0057,ACC0603,1725048441815,DEPOSIT,1
206,1345.22,ACC0793,ACC0047,1717289974828,REFUND,4
207,4840.84,ACC0411,ACC0725,1719011650996,INTEREST,4
208,9275.37,ACC0628,ACC0151,1731962507883,INTEREST,1
209,4390.43,ACC0547,ACC0454,1712793073970,WITHDRAWAL,2
210,2647.01,ACC0812,ACC0538,1710002585256,DEPOSIT,2
211,9232.93,ACC0417,ACC0210,1715620485331,REFUND,4
212,8777.04,ACC0255,ACC0044,1722197304005,INTEREST,3
213,6527.65,ACC0692,ACC0460,1716352282731,REFUND,5
214,7265.69,ACC0050,ACC0753,1725254957980,PURCHASE,3
215,3252.81,ACC0936,ACC0993,1712362318471,FEE,1
216,6452.78,ACC0019,ACC0965,1709660637249,PAYMENT,1
217,8543.84,ACC0251,ACC0049,1704578027014,INTEREST,4
218,3822.08,ACC0867,ACC0953,1725280500695,TRANSFER,4
219,5534.88,ACC0306,ACC0547,1712362291118,PURCHASE,1
220,6701.69,ACC0682,ACC0526,1723841035141,WITHDRAWAL,3
221,1247.68,ACC0317,ACC0176,1711475760228,PAYMENT,5
222,6942.53,ACC0470,ACC0850,1731614767684,PAYMENT,5
223,1959.26,ACC0489,ACC0333,1719607176799,DEPOSIT,3
224,3877.16,ACC0449,ACC0136,1705897653678,TRANSFER,3
225,3286.48,ACC0242,ACC0580,1705637158460,DEPOSIT,1
226,7218.64,ACC0655,ACC0977,1715331444573,REFUND,3
227,2303.61,ACC0104,ACC0128,1713303010934,REFUND,3
228,2261.61,ACC0335,ACC0270,1732856526919,REFUND,1
229,7541.70,ACC0302,ACC0989,1709723576325,PURCHASE,5
230,4291.31,ACC0901,ACC0031,1724461599221,WITHDRAWAL,4
231,9041.50,ACC0226,ACC0980,1714777742852,REFUND,2
232,4776.55,ACC0135,ACC0689,1718266460985,TRANSFER,5
233,8240.43,ACC0879,ACC0481,1721768385652,PURCHASE,1
234,861.95,ACC0598,ACC0562,1704779931303,DEPOSIT,2
235,1377.69,ACC0237,ACC0129,1712527012873,FEE,1
236,9529.67,ACC0568,ACC0216,1723703261289,TRANSFER,3
237,4840.84,ACC0411,ACC0725,1719011652492,INTEREST,4
238,6276.19,ACC0145,ACC0099,1724575328322,PAYMENT,3
239,9232.93,ACC0417,ACC0210,1715620486296,REFUND,4
240,7577.81,ACC0558,ACC0190,1731861258328,FEE,2
241,3186.60,ACC0267,ACC0485,1735355501624,INTEREST,3
242,63.68,ACC0092,ACC0027,1708627826583,INTEREST,3
243,2288.47,ACC0775,ACC0014,1717936944085,REFUND,5
244,6314.72,ACC0474,ACC0263,1708323426571,FEE,3
245,3531.84,ACC0829,ACC0009,1727649613237,PAYMENT,5
246,7633.10,ACC0555,ACC0326,1732041526862,INTEREST,3
247,6326.38,ACC0609,ACC0171,1718916169580,REFUND,1
248,31.79,ACC0228,ACC0765,1708471921706,INTEREST,5
249,9810.01,ACC0377,ACC0983,1705198798044,REFUND,1
250,8842.16,ACC0556,ACC0511,1714751285069,DEPOSIT,3
251,6345.90,ACC0478,ACC0400,1706346282316,PURCHASE,4
252,8420.08,ACC0548,ACC0907,1727086865505,FEE,1
253,5368.50,ACC0693,ACC0466,1731109006837,PURCHASE,1
254,9792.56,ACC0044,ACC0635,1725633232383,DEPOSIT,5
255,2091.40,ACC0059,ACC0541,1711577274979,PAYMENT,5
256,4758.00,ACC0151,ACC0106,1724050050062,PAYMENT,1
257,2290.25,ACC0153,ACC0727,1705175660262,FEE,2
258,255.74,ACC0561,ACC0422,1733262287088,TRANSFER,5
259,443.73,ACC0482,ACC0137,1735140822179,PAYMENT,2
260,8024.84,ACC0985,ACC0319,1721065477968,PAYMENT,5
261,8842.16,ACC0556,ACC0511,1714751286273,DEPOSIT,3
262,1758.03,ACC0817,ACC0575,1705917863940,TRANSFER,2
263,4954.28,ACC0645,ACC0206,1713834286135,TRANSFER,2
264,7491.39,ACC0777,ACC0891,1718856685242,DEPOSIT,1
265,1903.38,ACC0828,ACC0355,1723395125285,WITHDRAWAL,5
266,60000.00,ACC0933,ACC0868,1721990808447,FEE,3
267,2006.12,ACC0913,ACC0394,1734522810329,INTEREST,4
268,4919.00,ACC0195,ACC0803,1729127737871,REFUND,5
269,3651.82,ACC0712,ACC0932,1731156763585,DEPOSIT,4
270,6490.43,ACC0686,ACC0913,1707174021534,REFUND,4
271,6979.91,ACC0780,ACC0064,1715454179802,INTEREST,2
272,6975.51,ACC0914,ACC0532,1715151954338,WITHDRAWAL,1
273,8640.03,ACC0972,ACC0898,1725400687154,TRANSFER,3
274,1085.04,ACC0825,ACC0369,1719278416067,REFUND,4
275,6904.95,ACC0596,ACC0398,1704569682311,FEE,4
276,3212.12,ACC0254,ACC0328,1709764444911,FEE,3
277,4288.46,ACC0028,ACC0348,1706785070570,PURCHASE,1
278,7919.48,ACC0085,ACC0947,1732167151546,WITHDRAWAL,1
279,8497.36,ACC0747,ACC0596,1714256427215,WITHDRAWAL,4
280,3710.70,ACC0695,ACC0313,1735290891275,DEPOSIT,5
281,938.98,ACC0030,ACC0613,1734537270005,PAYMENT,4
282,6925.80,ACC0422,ACC0298,1725302504678,FEE,3
283,4025.40,ACC0263,ACC0795,1719999687817,FEE,4
284,8485.45,ACC0643,ACC0909,1707806956597,TRANSFER,2
285,4828.76,ACC0079,ACC0979,1721452793111,DEPOSIT,2
286,1758.03,ACC0817,ACC0575,1705917864367,TRANSFER,2
287,8597.87,ACC0664,ACC0424,1717562173847,REFUND,3
288,5305.85,ACC0138,ACC0127,1711561600575,REFUND,1
289,1755.29,ACC0379,ACC0287,1713736351045,INTEREST,1
290,4798.58,ACC0253,ACC0271,1722601983894,PURCHASE,5
291,618.65,ACC0239,ACC0812,1726515222365,DEPOSIT,2
292,4056.26,ACC0866,ACC0290,1709842411559,DEPOSIT,3
293,8622.86,ACC0802,ACC0218,1723027745556,INTEREST,2
294,5626.20,ACC0839,ACC0797,1729582833703,PAYMENT,1
295,9838.53,ACC0603,ACC0162,1711378187079,FEE,2
296,3892.92,ACC0479,ACC0077,1705724537626,DEPOSIT,3
297,6842.09,ACC0358,ACC0566,1706887345656,WITHDRAWAL,2
298,1193.17,ACC0743,ACC0320,1717835301746,FEE,1
299,563.27,ACC0907,ACC0710,1715988231669,TRANSFER,5
300,3066.97,ACC0065,ACC0670,1711885333380,DEPOSIT,3
301,8186.17,ACC0717,ACC0862,1735596161848,INTEREST,1
302,5201.11,ACC0186,ACC0082,1718512771589,FEE,3
303,8356.56,ACC0598,ACC0165,1716201990664,REFUND,2
304,1695.96,ACC0988,ACC0342,1713528667088,PAYMENT,4
305,3686.59,ACC0738,ACC0060,1732835237777,REFUND,2
306,7595.87,ACC0371,ACC0922,1713502192024,WITHDRAWAL,5
307,7890.97,ACC0580,ACC0908,1732422600291,FEE,2
308,3558.04,ACC0362,ACC0052,1735579898695,REFUND,3
309,2912.81,ACC0672,ACC0657,1713962861422,DEPOSIT,4
310,7507.35,ACC0011,ACC0829,1720193493625,REFUND,5
311,304.86,ACC0245,ACC0687,1715152303557,WITHDRAWAL,5
312,8740.96,ACC0413,ACC0398,1720350295678,REFUND,5
313,5254.01,ACC0833,ACC0238,1725600011337,FEE,1
314,651.75,ACC0276,ACC0199,1711371915591,DEPOSIT,5
315,7702.48,ACC0062,ACC0102,1716119432202,TRANSFER,5
316,60000.00,ACC0496,ACC0532,1711765219208,TRANSFER,1
317,3911.56,ACC0988,ACC0040,1710201249611,DEPOSIT,1
318,8174.93,ACC0001,ACC0074,1724614318950,FEE,5
319,7522.88,ACC0170,ACC0423,1706845290430,PURCHASE,2
320,8782.04,ACC0111,ACC0335,1734441195982,WITHDRAWAL,3
321,8060.98,ACC0141,ACC0160,1724153334960,REFUND,4
322,3292.17,ACC0872,ACC0208,1735000626503,INTEREST,2
323,2330.42,ACC0294,ACC0196,1707020679741,PAYMENT,1
324,3466.23,ACC0840,ACC0782,1733226585031,WITHDRAWAL,1
325,8961.92,ACC0553,ACC0348,1724609225496,PAYMENT,3
326,7025.12,ACC0384,ACC0166,1731217175316,TRANSFER,5
327,902.52,ACC0027,ACC0053,1729428017139,REFUND,1
328,6143.01,ACC0664,ACC0780,1710335371030,PAYMENT,2
329,9459.61,ACC0973,ACC0339,1710893460964,DEPOSIT,3
330,7862.82,ACC0986,ACC0101,1708914709470,WITHDRAWAL,5
331,7620.00,ACC0137,ACC0031,1710659249521,PAYMENT,4
332,5086.29,ACC0719,ACC0544,1727288731155,PURCHASE,4
333,7618.81,ACC0553,ACC0369,1726305488598,DEPOSIT,1
334,7273.97,ACC0932,ACC0455,1720800132802,FEE,5
335,6761.50,ACC0508,ACC0382,1730546802543,DEPOSIT,2
336,7420.76,ACC0604,ACC0547,1704440443972,REFUND,2
337,3298.79,ACC0946,ACC0437,1711189686490,FEE,5
338,2475.01,ACC0829,ACC0357,1725702108114,TRANSFER,5
339,6225.14,ACC0852,ACC0205,1719783827077,WITHDRAWAL,5
340,8060.98,ACC0141,ACC0160,1724153335809,REFUND,4
341,2809.25,ACC0754,ACC0118,1710404335327,REFUND,3
342,60000.00,ACC0748,ACC0302,1711994857841,PURCHASE,3
343,110.78,ACC0868,ACC0331,1706310330061,REFUND,4
344,2401.35,ACC0433,ACC0896,1723976812181,INTEREST,3
345,6038.83,ACC0931,ACC0134,1708234735158,PAYMENT,3
346,9570.51,ACC0873,ACC0030,1723305291746,PAYMENT,2
347,5254.50,ACC0508,ACC0847,1723265300149,REFUND,2
348,7945.55,ACC0796,ACC0738,1725316603878,WITHDRAWAL,2
349,4891.47,ACC0759,ACC0767,1721973663219,FEE,4
350,2639.97,ACC0813,ACC0598,1723495974680,PURCHASE,4
351,3850.97,ACC0190,ACC0432,1717408866268,PAYMENT,1
352,4764.02,ACC0699,ACC0005,1728479619876,REFUND,5
353,6289.69,ACC0864,ACC0664,1711998100711,WITHDRAWAL,2
354,4884.69,ACC0852,ACC0953,1705820339083,REFUND,2
355,143.67,ACC0629,ACC0525,1725668784403,PURCHASE,5
356,1788.59,ACC0660,ACC0465,1719663344190,PURCHASE,3
357,1909.55,ACC0305,ACC0795,1704887140360,TRANSFER,4
358,4012.38,ACC0189,ACC0072,1705444336828,DEPOSIT,4
359,5821.73,ACC0909,ACC0954,1720633526780,INTEREST,5
360,8800.32,ACC0205,ACC0579,1734616157074,REFUND,5
361,2865.00,ACC0624,ACC0912,1730965852519,PAYMENT,3
362,7416.71,ACC0981,ACC0488,1706350347420,FEE,2
363,6782.18,ACC0384,ACC0394,1715815670659,PAYMENT,4
364,3688.06,ACC0223,ACC0217,1724478136935,WITHDRAWAL,5
365,8049.71,ACC0920,ACC0135,1711806403821,PURCHASE,4
366,3137.80,ACC0405,ACC0351,1714151020317,FEE,5
367,4899.66,ACC0533,ACC0606,1723383942341,TRANSFER,2
368,9249.17,ACC0843,ACC0424,1718390891151,FEE,5
369,3444.52,ACC0407,ACC0422,1720814250312,WITHDRAWAL,2
370,7828.00,ACC0112,ACC0304,1710328150260,TRANSFER,1
371,9659.87,ACC0987,ACC0722,1734055907685,REFUND,2
372,7911.01,ACC0401,ACC0820,1705352214126,TRANSFER,3
373,9333.97,ACC0644,ACC0497,1724060950677,REFUND,5
374,532.59,ACC0053,ACC0921,1731446403671,PURCHASE,5
375,8646.20,ACC0072,ACC0651,1735613948313,PAYMENT,4
376,8588.52,ACC0573,ACC0374,1718495824129,DEPOSIT,2
377,9138.54,ACC0363,ACC0382,1714853119374,FEE,2
378,4194.23,ACC0498,ACC0534,1710623065916,REFUND,1
379,1040.96,ACC0107,ACC0731,1729712507241,WITHDRAWAL,3
380,1704.75,ACC0541,ACC0256,1707917669701,PURCHASE,4
381,831.94,ACC0597,ACC0249,1705894673868,INTEREST,5
382,4606.92,ACC0076,ACC0887,1711325091568,PURCHASE,4
383,5187.89,ACC0756,ACC0279,1712246990957,WITHDRAWAL,4
384,6290.65,ACC0605,ACC0328,1715826623622,PURCHASE,5
385,718.60,ACC0719,ACC0350,1704869578139,DEPOSIT,5
386,7197.58,ACC0069,ACC0079,1733561624701,INTEREST,3
387,636.40,ACC0177,ACC0176,1716439737401,WITHDRAWAL,5
388,590.26,ACC0948,ACC0441,1704894741029,INTEREST,2
389,8465.26,ACC0614,ACC0942,1730202323231,DEPOSIT,4
390,8496.69,ACC0429,ACC0728,1707223779108,WITHDRAWAL,2
391,2233.45,ACC0542,ACC0789,1716327410158,TRANSFER,5
392,6646.14,ACC0410,ACC0104,1721207485728,DEPOSIT,5
393,8228.63,ACC0666,ACC0837,1727225223703,INTEREST,4
394,4206.87,ACC0220,ACC0975,1709767206948,WITHDRAWAL,5
395,6596.02,ACC0687,ACC0096,1713650892813,INTEREST,3
396,4139.60,ACC0092,ACC0797,1720893918670,DEPOSIT,4
397,8937.02,ACC0151,ACC0664,1719963595289,PURCHASE,2
398,6524.90,ACC0547,ACC0575,1721211962191,WITHDRAWAL,1
399,1828.01,ACC0342,ACC0950,1734102066065,WITHDRAWAL,3
400,3989.40,ACC0492,ACC0799,1715017875549,TRANSFER,1
401,4461.00,ACC0504,ACC0396,1719942712624,PAYMENT,3
402,3032.65,ACC0341,ACC0434,1705848138889,PURCHASE,4
403,809.02,ACC0372,ACC0027,1732582820601,PURCHASE,5
404,7701.81,ACC0886,ACC0626,1711131074341,INTEREST,3
405,4189.66,ACC0715,ACC0063,1714711972332,DEPOSIT,1
406,8364.72,ACC0185,ACC0452,1704358590317,FEE,5
407,8446.71,ACC0586,ACC0976,1732388045816,REFUND,2
408,212.82,ACC0796,ACC0327,1720499760278,FEE,5
409,3433.63,ACC0337,ACC0596,1719992876779,PAYMENT,4
410,6619.57,ACC0093,ACC0573,1731126442339,PURCHASE,5
411,1569.40,ACC0685,ACC0670,1706444226757,TRANSFER,2
412,8441.14,ACC0673,ACC0301,1716186176185,TRANSFER,2
413,2438.06,ACC0536,ACC0896,1729991969535,TRANSFER,1
414,5969.02,ACC0512,ACC0658,1732636108373,WITHDRAWAL,5
